respondent_id,persona,age_group,gender,city_tier,occupation,monthly_income_band,fashion_identity,style_primary,style_secondary,purchase_influence,sustainability_score,shop_frequency,monthly_fashion_spend,max_outfit_spend,mystery_box_wtp,discount_sensitivity,clothing_oversized_tees,clothing_baggy_jeans,clothing_coords_sets,clothing_dresses_skirts,clothing_jackets_blazers,clothing_kurtis_ethnic,clothing_cargo_joggers,clothing_crop_tops,colour_neutrals,colour_earthy_tones,colour_pastels,colour_bold_neon,colour_vintage_washed,colour_prints_patterns,colour_monochrome,accessory_bags_totes,accessory_jewellery,accessory_belts_clips,accessory_caps_hats,accessory_sunglasses,upcycle_interest,bundle_preference,occasion_festivals,occasion_everyday_casual,occasion_college_work,occasion_weddings_events,occasion_travel,occasion_gifting,prior_thrift_experience,top_concern,discovery_channel,purchase_motivator,digital_trust_score,size_confidence,ugc_propensity,return_policy_sensitivity,subscription_intent,gifting_behaviour,purchase_intent
1541,Fence-Sitter,18-22,Female,Tier 3 / Small town,Student,50k-1L,Fashion as self-expression,Y2K / Retro,None,Price/Affordability,2,Few times a year,1000-2500,300-700,800-1200,Unsure,0,1,0,0,1,0,1,1,1.0,0,1.0,0,1,0,1,0,0,1,0,0.0,Interested if priced right,Prefer complete looks,1,0,0,0,0.0,0,Yes a few times,Size availability,YouTube hauls,Easy returns,Clear size guide and photos,Not confident at all,Occasionally,Makes me hesitate,Maybe after first box,Never,Maybe
1542,Aesthetic Chaser,18-22,Female,Metro,Self-employed/Freelancer,10k-25k,Dress for comfort/practicality,Sporty / Athleisure,Y2K / Retro,Brand reputation,2,Multiple times a month,1000-2500,300-700,800-1200,Definitely yes,1,1,0,1,0,0,0,0,0.0,0,0.0,1,1,0,0,1,1,0,1,0.0,Very interested,Prefer to mix myself,0,1,1,0,0.0,0,Yes a few times,Hygiene/Cleanliness,WhatsApp drops,Social proof,Reviews and tagged photos,Unsure - it concerns me,Occasionally,Makes me hesitate,Maybe after first box,Yes occasionally,Interested
1543,Bargain Hunter,Under 18,Female,Tier 2,Working professional,Below 10k,Buy what is affordable,Y2K / Retro,None,Price/Affordability,4,Multiple times a month,Under 500,Under 300,500-800,Definitely yes,1,0,1,1,1,0,0,1,0.0,1,1.0,1,1,0,1,0,0,0,0,1.0,Not interested,Prefer complete looks,0,1,1,1,1.0,0,Yes a few times,Hygiene/Cleanliness,Instagram/Reels,Low prices,Reviews and tagged photos,Somewhat confident,No,Makes me hesitate,No interest,Rarely,Interested
1544,Aesthetic Chaser,28-34,Female,Metro,Working professional,25k-50k,Fashion as self-expression,Streetwear,Y2K / Retro,Social media trends,3,Once a month,1000-2500,1500-3000,800-1200,Likely yes,1,1,1,0,0,0,1,1,0.0,1,0.0,1,1,0,0,0,0,0,1,0.0,Very interested,Sometimes if it appeals,1,1,1,0,0.0,1,No and unlikely,Size availability,Instagram/Reels,Great curation,Reviews and tagged photos,Very confident,Occasionally,Depends on price,Would subscribe immediately,Never,Interested
1545,Skeptic,35-44,Male,Tier 2,Working professional,10k-25k,Dress for comfort/practicality,Minimal / Clean girl,Streetwear,Celebrity/Influencer,3,Few times a year,1000-2500,700-1500,800-1200,Likely yes,0,0,0,1,0,1,0,0,1.0,1,0.0,0,0,1,1,1,0,0,0,1.0,Curious but unsure,Prefer complete looks,1,1,0,0,0.0,0,No but open,Size availability,Instagram/Reels,Influencer wearing it,Follower count/Brand credibility,Somewhat confident,Engage but rarely post,Depends on price,No interest,Yes occasionally,Interested
1546,Conscious Spender,28-34,Male,Tier 3 / Small town,Working professional,50k-1L,Follow trends to fit in,Sporty / Athleisure,Formal / Classic,Brand reputation,1,Few times a year,500-1000,Above 3000,1200-1800,Likely yes,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,1,1,1,1,0.0,Very interested,Sometimes if it appeals,1,0,1,1,1.0,0,No but open,Hygiene/Cleanliness,Instagram/Reels,Sustainability,Reviews and tagged photos,Somewhat confident,Occasionally,Depends on price,Maybe after first box,Yes frequently,Interested
1547,Fence-Sitter,18-22,Female,Tier 3 / Small town,Working professional,Below 10k,Dress for comfort/practicality,Minimal / Clean girl,None,Price/Affordability,3,Few times a year,2500-5000,700-1500,500-800,Likely yes,0,1,0,0,0,0,0,1,1.0,0,1.0,0,1,1,0,0,0,0,0,0.0,Interested if priced right,Prefer complete looks,0,1,1,1,1.0,0,No but open,Hygiene/Cleanliness,Pop-up events,Easy returns,Clear size guide and photos,Unsure - it concerns me,Engage but rarely post,Makes me hesitate,No interest,Yes frequently,Maybe
1548,Bargain Hunter,23-27,Male,Metro,Student,50k-1L,Buy what is affordable,Formal / Classic,None,Price/Affordability,4,Few times a year,Under 500,700-1500,800-1200,Definitely yes,0,0,0,0,0,1,0,0,0.0,0,0.0,1,0,0,1,0,0,0,0,1.0,Curious but unsure,Prefer to mix myself,1,1,1,0,0.0,0,Yes a few times,Quality/Wear and tear,Website/Online store,Social proof,Reviews and tagged photos,Somewhat confident,Occasionally,Makes me hesitate,Prefer one-off,Rarely,Interested
1549,Aesthetic Chaser,28-34,Female,Metro,Working professional,50k-1L,Follow trends to fit in,Cottagecore / Boho,None,Peer recommendations,4,Once a month,2500-5000,700-1500,1200-1800,Probably not,0,0,1,1,0,1,0,0,0.0,0,1.0,0,0,1,0,0,1,0,0,1.0,Curious but unsure,Sometimes if it appeals,0,1,1,0,1.0,1,Yes a few times,Limited style options,Instagram/Reels,Great curation,COD/Easy return,Somewhat confident,Occasionally,Depends on price,Prefer one-off,Yes frequently,Interested
1550,Bargain Hunter,23-27,Female,Metro,Working professional,10k-25k,Fashion as self-expression,Formal / Classic,None,Price/Affordability,3,Once a month,500-1000,300-700,500-800,Likely yes,0,0,1,1,1,0,0,0,1.0,1,0.0,0,0,1,0,1,0,0,1,1.0,Very interested,Sometimes if it appeals,1,1,1,0,0.0,0,Yes a few times,Size availability,WhatsApp drops,Sustainability,Clear size guide and photos,Somewhat confident,Engage but rarely post,Depends on price,No interest,Rarely,Interested
1551,Skeptic,28-34,Female,Tier 3 / Small town,Working professional,25k-50k,Follow trends to fit in,Formal / Classic,Cottagecore / Boho,Peer recommendations,4,Once every 2-3 months,1000-2500,1500-3000,500-800,Probably not,0,0,0,0,1,1,0,1,1.0,0,0.0,1,0,1,1,1,0,0,0,0.0,Not interested,Prefer to mix myself,0,0,1,1,1.0,1,No and unlikely,Size availability,WhatsApp drops,Low prices,Follower count/Brand credibility,Not confident at all,Engage but rarely post,Yes would stop me,Maybe after first box,Rarely,Not Interested
1552,Bargain Hunter,Under 18,Female,Tier 2,Homemaker,25k-50k,Dress for comfort/practicality,Sporty / Athleisure,Formal / Classic,Price/Affordability,2,Once a month,2500-5000,1500-3000,Under 500,Definitely yes,1,0,0,0,0,0,1,1,1.0,0,1.0,1,0,1,1,0,0,0,1,0.0,Interested if priced right,Prefer complete looks,1,0,0,0,0.0,0,Yes regularly,Quality/Wear and tear,Instagram/Reels,Unique pieces,Reviews and tagged photos,Somewhat confident,Engage but rarely post,Yes would stop me,Maybe after first box,Yes frequently,Interested
1553,Fence-Sitter,28-34,Male,Tier 3 / Small town,Student,Above 1L,Fashion as self-expression,Y2K / Retro,None,Sustainability,1,Once every 2-3 months,500-1000,Under 300,500-800,Unsure,1,1,1,0,0,0,0,0,1.0,0,1.0,0,1,1,0,0,1,0,1,0.0,Curious but unsure,No preference,1,1,1,1,1.0,1,Yes a few times,Quality/Wear and tear,Word of mouth,Unique pieces,COD/Easy return,Not confident at all,Engage but rarely post,Makes me hesitate,Maybe after first box,Never,Not Interested
1554,Occasional Gifter,28-34,Male,Metro,Working professional,Below 10k,Fashion as self-expression,Cottagecore / Boho,Formal / Classic,Peer recommendations,4,Few times a year,1000-2500,700-1500,800-1200,Definitely yes,0,0,0,0,0,0,0,0,1.0,0,0.0,1,1,0,0,0,0,0,0,0.0,Interested if priced right,Sometimes if it appeals,1,1,0,0,1.0,0,No and unlikely,Quality/Wear and tear,Website/Online store,Easy returns,Clear size guide and photos,Very confident,Engage but rarely post,Makes me hesitate,Maybe after first box,Rarely,Interested
1555,Aesthetic Chaser,18-22,Non-binary/Gender fluid,Metro,Student,25k-50k,Fashion as self-expression,Streetwear,None,Sustainability,2,Once a month,1000-2500,1500-3000,500-800,Likely yes,1,1,1,0,1,0,1,0,1.0,0,0.0,0,1,0,0,0,0,1,1,1.0,Interested if priced right,Sometimes if it appeals,1,1,1,0,1.0,0,Yes regularly,Hygiene/Cleanliness,Instagram/Reels,Unique pieces,Clear size guide and photos,Somewhat confident,Engage but rarely post,Makes me hesitate,Maybe after first box,Rarely,Interested
1556,Aesthetic Chaser,18-22,Female,Tier 3 / Small town,Student,Below 10k,Fashion as self-expression,Streetwear,Y2K / Retro,Sustainability,3,Once every 2-3 months,1000-2500,700-1500,Would not buy,Definitely yes,1,0,1,0,0,0,0,1,0.0,0,1.0,1,0,0,0,0,1,1,0,1.0,Curious but unsure,Prefer to mix myself,0,1,1,1,1.0,0,No but open,Quality/Wear and tear,YouTube hauls,Great curation,Clear size guide and photos,Unsure - it concerns me,Occasionally,Makes me hesitate,Maybe after first box,Yes occasionally,Interested
1557,Bargain Hunter,18-22,Female,Tier 2,Self-employed/Freelancer,Below 10k,Dress for comfort/practicality,Cottagecore / Boho,None,Price/Affordability,3,Once every 2-3 months,500-1000,300-700,Would not buy,No,1,0,0,1,1,0,0,0,0.0,1,0.0,0,0,0,0,0,1,0,1,0.0,Curious but unsure,Prefer complete looks,0,1,1,0,1.0,0,Yes a few times,Hygiene/Cleanliness,Website/Online store,Great curation,Clear size guide and photos,Not confident at all,No,Comfortable with it,Maybe after first box,Rarely,Maybe
1558,Conscious Spender,23-27,Male,Metro,Student,25k-50k,Avoid fast fashion actively,Minimal / Clean girl,Y2K / Retro,Brand reputation,1,Once a month,Above 5000,1500-3000,800-1200,Likely yes,0,0,0,1,0,0,0,0,1.0,0,0.0,0,0,0,0,0,1,1,0,1.0,Interested if priced right,Sometimes if it appeals,1,1,1,1,1.0,0,No but open,Quality/Wear and tear,Website/Online store,Unique pieces,Clear size guide and photos,Unsure - it concerns me,No,Makes me hesitate,Would subscribe immediately,Rarely,Maybe
1559,Fence-Sitter,23-27,Female,Tier 3 / Small town,Self-employed/Freelancer,10k-25k,Avoid fast fashion actively,Sporty / Athleisure,Formal / Classic,Social media trends,4,Once a month,1000-2500,300-700,Would not buy,Definitely yes,1,0,1,1,1,0,1,0,0.0,1,0.0,0,0,1,0,0,1,0,1,1.0,Not interested,Prefer to mix myself,0,1,0,1,0.0,0,No and unlikely,Social stigma,Instagram/Reels,Great curation,Follower count/Brand credibility,Not confident at all,Occasionally,Comfortable with it,No interest,Yes occasionally,Maybe
1560,Occasional Gifter,28-34,Female,Tier 3 / Small town,Working professional,10k-25k,Avoid fast fashion actively,Y2K / Retro,None,Social media trends,1,Few times a year,1000-2500,1500-3000,800-1200,Likely yes,1,1,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,1,1,0.0,Curious but unsure,Prefer complete looks,1,0,0,1,0.0,0,No and unlikely,Social stigma,Instagram/Reels,Unique pieces,Clear size guide and photos,Unsure - it concerns me,Occasionally,Comfortable with it,Prefer one-off,Rarely,Maybe
1561,Conscious Spender,35-44,Non-binary/Gender fluid,Metro,Working professional,25k-50k,Avoid fast fashion actively,Y2K / Retro,None,Brand reputation,2,Rarely,Above 5000,1500-3000,1200-1800,Unsure,0,0,1,1,1,0,1,0,1.0,0,0.0,1,1,1,1,0,1,1,1,0.0,Interested if priced right,Prefer complete looks,0,1,1,0,0.0,0,Yes a few times,No major concerns,WhatsApp drops,Great curation,Follower count/Brand credibility,Very confident,Engage but rarely post,Comfortable with it,Maybe after first box,Yes frequently,Interested
1562,Aesthetic Chaser,45+,Female,Tier 2,Working professional,10k-25k,Follow trends to fit in,Sporty / Athleisure,None,Peer recommendations,2,Once a month,Under 500,1500-3000,1200-1800,Likely yes,1,1,1,0,1,0,0,0,0.0,0,1.0,0,1,0,0,0,0,1,1,0.0,Curious but unsure,Prefer complete looks,1,1,0,0,1.0,0,No but open,Size availability,Instagram/Reels,Great curation,Clear size guide and photos,Somewhat confident,Occasionally,Depends on price,No interest,Rarely,Maybe
1563,Fence-Sitter,18-22,Female,Metro,Student,Below 10k,Follow trends to fit in,Cottagecore / Boho,None,Price/Affordability,2,Once every 2-3 months,500-1000,300-700,500-800,Likely yes,0,0,0,0,1,0,0,0,1.0,1,1.0,0,0,1,0,0,1,1,0,0.0,Interested if priced right,Prefer to mix myself,0,1,0,1,1.0,0,No but open,Limited style options,Pop-up events,Low prices,COD/Easy return,Unsure - it concerns me,Occasionally,Yes would stop me,Would subscribe immediately,Yes frequently,Maybe
1564,Aesthetic Chaser,18-22,Female,Metro,Working professional,Below 10k,Fashion as self-expression,Y2K / Retro,None,Brand reputation,4,Once every 2-3 months,Above 5000,700-1500,1200-1800,Probably not,1,0,1,0,0,0,0,0,0.0,1,0.0,1,0,1,0,0,1,1,1,1.0,Curious but unsure,Prefer complete looks,1,1,1,0,1.0,0,No but open,Limited style options,Instagram/Reels,Influencer wearing it,COD/Easy return,Very confident,Engage but rarely post,Comfortable with it,No interest,Never,Interested
1565,Fence-Sitter,28-34,Female,Tier 3 / Small town,Working professional,10k-25k,Follow trends to fit in,Minimal / Clean girl,None,Peer recommendations,1,Multiple times a month,Under 500,700-1500,1200-1800,Likely yes,0,1,1,1,1,0,1,0,0.0,0,0.0,0,0,0,1,0,0,0,0,1.0,Curious but unsure,Prefer complete looks,1,1,1,1,0.0,0,No but open,Hygiene/Cleanliness,Instagram/Reels,Great curation,Follower count/Brand credibility,Somewhat confident,Occasionally,Makes me hesitate,Prefer one-off,Never,Maybe
1566,Conscious Spender,28-34,Female,Metro,Student,50k-1L,Avoid fast fashion actively,Dark academia,None,Price/Affordability,1,Once a month,1000-2500,1500-3000,500-800,Unsure,0,0,0,0,0,1,0,1,0.0,0,1.0,1,1,1,0,1,1,0,1,1.0,Very interested,Prefer complete looks,1,0,1,1,0.0,1,Yes a few times,Hygiene/Cleanliness,WhatsApp drops,Sustainability,Clear size guide and photos,Somewhat confident,Engage but rarely post,Depends on price,No interest,Never,Interested
1567,Bargain Hunter,Under 18,Prefer not to say,Tier 2,Student,10k-25k,Avoid fast fashion actively,Formal / Classic,None,Price/Affordability,2,Once a month,500-1000,Under 300,800-1200,Definitely yes,0,0,0,0,1,0,0,1,1.0,0,0.0,0,0,0,0,1,1,1,1,0.0,Very interested,Prefer complete looks,0,1,1,1,0.0,1,No but open,Hygiene/Cleanliness,WhatsApp drops,Great curation,COD/Easy return,Not confident at all,Engage but rarely post,Yes would stop me,No interest,Rarely,Maybe
1568,Aesthetic Chaser,18-22,Non-binary/Gender fluid,Metro,Student,25k-50k,Follow trends to fit in,Formal / Classic,None,Brand reputation,3,Once a month,1000-2500,300-700,1200-1800,Definitely yes,1,1,0,1,0,0,0,0,1.0,0,0.0,0,0,0,1,0,0,0,0,0.0,Interested if priced right,Sometimes if it appeals,0,1,1,1,1.0,1,Yes a few times,Limited style options,Instagram/Reels,Social proof,Clear size guide and photos,Very confident,Occasionally,Comfortable with it,Maybe after first box,Yes occasionally,Interested
1569,Bargain Hunter,18-22,Female,Rural,Student,Below 10k,Dress for comfort/practicality,Y2K / Retro,None,Brand reputation,1,Once a month,500-1000,700-1500,800-1200,Unsure,0,0,0,0,0,0,0,1,0.0,0,1.0,0,0,1,1,0,0,0,0,0.0,Not interested,Prefer to mix myself,0,1,1,0,1.0,0,Yes a few times,Limited style options,WhatsApp drops,Low prices,Clear size guide and photos,Very confident,Yes regularly,Makes me hesitate,No interest,Rarely,Maybe
1570,Conscious Spender,23-27,Female,Metro,Working professional,50k-1L,Dress for comfort/practicality,Minimal / Clean girl,None,Social media trends,2,Rarely,2500-5000,1500-3000,500-800,Unsure,0,0,0,1,1,0,0,0,0.0,0,1.0,0,0,1,0,1,1,0,1,1.0,Interested if priced right,Prefer complete looks,1,1,1,0,1.0,0,Yes a few times,Hygiene/Cleanliness,Instagram/Reels,Low prices,COD/Easy return,Not confident at all,Engage but rarely post,Yes would stop me,Maybe after first box,Never,Not Interested
1571,Bargain Hunter,Under 18,Male,Metro,Student,Below 10k,Buy what is affordable,Sporty / Athleisure,Minimal / Clean girl,Social media trends,3,Multiple times a month,500-1000,700-1500,500-800,Unsure,0,0,0,1,1,0,1,1,1.0,0,0.0,0,0,0,1,0,0,1,1,0.0,Interested if priced right,Prefer to mix myself,1,1,1,0,1.0,1,No but open,Quality/Wear and tear,Pop-up events,Low prices,Follower count/Brand credibility,Somewhat confident,Occasionally,Comfortable with it,Prefer one-off,Yes frequently,Maybe
1572,Aesthetic Chaser,35-44,Female,Metro,Student,25k-50k,Buy what is affordable,Streetwear,Minimal / Clean girl,Price/Affordability,4,Once every 2-3 months,2500-5000,1500-3000,800-1200,Likely yes,1,1,0,0,1,1,1,1,1.0,1,0.0,1,1,1,0,0,0,0,1,0.0,Very interested,Prefer to mix myself,1,1,0,0,1.0,1,No but open,Hygiene/Cleanliness,Pop-up events,Easy returns,Reviews and tagged photos,Very confident,Yes regularly,Yes would stop me,Maybe after first box,Rarely,Interested
1573,Fence-Sitter,23-27,Female,Metro,Student,25k-50k,Avoid fast fashion actively,Minimal / Clean girl,None,Social media trends,4,Once every 2-3 months,Above 5000,Above 3000,800-1200,Likely yes,0,0,1,0,0,1,1,1,1.0,1,1.0,0,0,0,0,1,0,0,0,1.0,Not interested,No preference,1,0,1,1,1.0,0,No but open,Quality/Wear and tear,Instagram/Reels,Low prices,Follower count/Brand credibility,Somewhat confident,Engage but rarely post,Makes me hesitate,No interest,Rarely,Maybe
1574,Occasional Gifter,35-44,Male,Tier 3 / Small town,Student,50k-1L,Avoid fast fashion actively,Cottagecore / Boho,Streetwear,Sustainability,2,Rarely,2500-5000,700-1500,1200-1800,Likely yes,1,1,0,0,0,1,0,1,0.0,1,1.0,0,0,0,0,0,1,1,1,1.0,Interested if priced right,Sometimes if it appeals,1,1,0,1,1.0,1,Yes regularly,Hygiene/Cleanliness,Instagram/Reels,Easy returns,Clear size guide and photos,Somewhat confident,Engage but rarely post,Depends on price,No interest,Yes frequently,Interested
1575,Aesthetic Chaser,18-22,Female,Metro,Student,10k-25k,Fashion as self-expression,Y2K / Retro,None,Sustainability,2,Once every 2-3 months,1000-2500,700-1500,1200-1800,Likely yes,1,1,0,0,0,0,0,1,0.0,1,1.0,1,1,0,0,0,0,1,0,0.0,Very interested,Sometimes if it appeals,0,1,0,0,0.0,1,Yes regularly,Limited style options,WhatsApp drops,Great curation,COD/Easy return,Unsure - it concerns me,Occasionally,Comfortable with it,Maybe after first box,Yes frequently,Interested
1576,Aesthetic Chaser,18-22,Female,Metro,Student,Below 10k,Avoid fast fashion actively,Streetwear,Minimal / Clean girl,Social media trends,1,Multiple times a month,500-1000,300-700,500-800,Likely yes,1,0,0,0,0,0,1,0,0.0,0,0.0,1,1,0,1,1,0,1,0,0.0,Curious but unsure,Prefer complete looks,1,0,1,0,1.0,0,Yes regularly,Hygiene/Cleanliness,Instagram/Reels,Great curation,Clear size guide and photos,Somewhat confident,Occasionally,Comfortable with it,Prefer one-off,Yes occasionally,Interested
1577,Aesthetic Chaser,Under 18,Male,Tier 2,Working professional,Below 10k,Fashion as self-expression,Streetwear,Minimal / Clean girl,Social media trends,4,Once a month,Under 500,700-1500,500-800,Definitely yes,1,1,0,1,1,0,0,0,1.0,0,1.0,1,1,0,0,1,0,1,1,1.0,Not interested,No preference,1,1,1,0,0.0,0,Yes regularly,Hygiene/Cleanliness,Pop-up events,Great curation,COD/Easy return,Somewhat confident,Engage but rarely post,Yes would stop me,Prefer one-off,Never,Interested
1578,Bargain Hunter,18-22,Male,Metro,Student,50k-1L,Dress for comfort/practicality,Sporty / Athleisure,None,Price/Affordability,4,Once every 2-3 months,1000-2500,300-700,Would not buy,Unsure,1,1,0,1,1,0,1,0,0.0,0,1.0,1,0,0,1,1,0,0,1,1.0,Curious but unsure,Sometimes if it appeals,1,1,1,0,1.0,0,No but open,Quality/Wear and tear,Instagram/Reels,Great curation,COD/Easy return,Not confident at all,Engage but rarely post,Makes me hesitate,Prefer one-off,Never,Maybe
1579,Bargain Hunter,18-22,Female,Metro,Student,Below 10k,Fashion as self-expression,Sporty / Athleisure,None,Price/Affordability,3,Once every 2-3 months,1000-2500,700-1500,Under 500,Likely yes,0,1,0,0,1,0,1,0,0.0,1,0.0,1,0,1,1,0,0,0,1,0.0,Curious but unsure,No preference,1,1,1,1,0.0,0,No but open,Quality/Wear and tear,Website/Online store,Sustainability,Reviews and tagged photos,Unsure - it concerns me,No,Makes me hesitate,Prefer one-off,Yes frequently,Maybe
1580,Bargain Hunter,23-27,Female,Tier 2,Student,10k-25k,Dress for comfort/practicality,Minimal / Clean girl,None,Price/Affordability,3,Once every 2-3 months,500-1000,300-700,Under 500,Likely yes,1,0,1,1,1,0,0,0,0.0,1,1.0,0,0,0,1,1,0,0,0,1.0,Interested if priced right,Prefer to mix myself,1,1,1,0,1.0,0,Yes regularly,Size availability,Instagram/Reels,Unique pieces,Reviews and tagged photos,Not confident at all,No,Makes me hesitate,Maybe after first box,Rarely,Interested
1581,Aesthetic Chaser,35-44,Female,Metro,Working professional,10k-25k,Dress for comfort/practicality,Y2K / Retro,None,Sustainability,2,Once a month,1000-2500,300-700,1200-1800,Likely yes,1,0,1,0,1,0,0,1,0.0,1,1.0,1,0,1,0,0,0,1,1,0.0,Interested if priced right,Sometimes if it appeals,1,0,1,1,1.0,1,No but open,No major concerns,Instagram/Reels,Unique pieces,Clear size guide and photos,Somewhat confident,Yes regularly,Comfortable with it,Prefer one-off,Yes occasionally,Interested
